Configuration,Measured-Resistance,Expected Resistance,Pass/Fail
J1-1-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-5-J6,3.45606306,N/A,PASS
J1-1-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-1-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-1-J7-J19-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-4-J6,3.53030495,N/A,PASS
J1-2-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-2-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-2-J7-J19-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-3-J6,3.43063889,N/A,PASS
J1-3-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-3-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-3-J7-J19-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-2-J6,3.55524459,N/A,PASS
J1-4-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-4-J7-J19-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-1-J6,3.4314086,N/A,PASS
J1-5-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-5-J7-J19-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-9-J6,3.07063189,N/A,PASS
J1-6-J7-J19-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-8-J6,3.50819299,N/A,PASS
J1-7-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-7-J7-J19-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-7-J6,3.50126108,N/A,PASS
J1-8-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-8-J7-J19-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-6-J6,3.04022491,N/A,PASS
J1-9-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-9-J7-J19-J6,9.9e+37,N/A,PASS
J18-J7-J3-1-J6,9.9e+37,N/A,PASS
J18-J7-J3-2-J6,9.9e+37,N/A,PASS
J18-J7-J3-3-J6,9.9e+37,N/A,PASS
J18-J7-J3-4-J6,9.9e+37,N/A,PASS
J18-J7-J3-5-J6,9.9e+37,N/A,PASS
J18-J7-J3-6-J6,9.9e+37,N/A,PASS
J18-J7-J3-7-J6,9.9e+37,N/A,PASS
J18-J7-J3-8-J6,9.9e+37,N/A,PASS
J18-J7-J3-9-J6,9.9e+37,N/A,PASS
J18-J7-J19-J6,2.5848242,N/A,PASS
Cable Status,PASS
Total Time Elapsed,77.6465790271759
